"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_verified","is_magnitude_regional","is_magnitude_citywide","is_magnitude_citycenter","is_magnitude_transit","is_magnitude_mainstreet","is_type_eliminated","is_type_reduced","is_type_maximums","is_uses_alluses","is_uses_residential","is_uses_commercial","is_uses_lowdensity","is_uses_multifamily","is_no_mandate_city","population","is_notable","is_recent","citation_url","lat","long","id","magnitude_encoded","border_encoded","land_use_encoded","population_encoded","city_search","is_special"
"Albany","NY","US","Off-street vehicle parking is not required for any lot containing less than 5,000 square feet of gross site area or any property located within the Mixed-Use Downtown (MU-DT) District. Parking maximums apply to most uses. Parking reductions are available through the provision of frequent transit, on-street parking, a TDM plan or the payment of a fee-in-lieu of parking.","Implemented","Eliminate Parking Minimums, Parking Maximums, Reduce Parking Minimums","Citywide, City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,99224,"false","false","https://parkingreform.org/mandates-map/city_detail/Albany_NY.html",42.6511674,-73.754968,"AlbanyNYUS","Citywide","Citywide All","city",0.2,"Albany, NY","not_special_icon"
"Albemarle","NC","US","Albemarle has no fixed parking ratios for nearly all uses other than: ADUs (one space required), selected home-based occupations (lawyers, physicians, dentists, and chiropractors), church tent uses, auction houses, and some light industrial uses.  ","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Kevin Robinson","","February 23, 2024, 5:28:21 PM PST",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16246,"","","https://parkingreform.org/mandates-map/city_detail/Albemarle_NC.html",35.3501426,-80.2000578,"AlbemarleNCUS","Citywide","Citywide All","city",0.2,"Albemarle, NC","not_special_icon"
"Albert Lea","MN","US","Within the B-3 central business district, there is no requirement for off-street parking for properties located in parking maintenance district A, B or C. A description of the parking maintenance districts is filed in the office of the city clerk.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,18492,"false","false","https://parkingreform.org/mandates-map/city_detail/AlbertLea_MN.html",43.6480127,-93.3682656,"Albert LeaMNUS","City Center","City Center All","city",0.2,"Albert Lea, MN","not_special_icon"
"Alberton","MT","US","Permitted uses within the GC General Commercial District are exempt from minimum parking requirements. A change of use in any district is exempt.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,452,"false","false","https://parkingreform.org/mandates-map/city_detail/Alberton_MT.html",47.0023955,-114.477156,"AlbertonMTUS","City Center","City Center All","city",0.2,"Alberton, MT","not_special_icon"
"Albion","NE","US","In the C-2 Downtown Commercial District, on-street parking within 400 feet of the use may be included in the total required off-street parking, except for apartments. For Public Uses within a Residential District, on-street parking within 400 feet of the use may be included in the total required off-street parking, except for apartments.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1699,"false","false","https://parkingreform.org/mandates-map/city_detail/Albion_NE.html",41.6929347,-98.0012269,"AlbionNEUS","City Center","City Center","building",0.2,"Albion, NE","not_special_icon"
"Albion","MI","US","Bike parking may substitute for automobile parking in parking lots with 25 or more spaces.","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","March 22, 2024, 8:19:05 AM PDT",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7700,"false","false","https://parkingreform.org/mandates-map/city_detail/Albion_MI.html",42.243097,-84.7530304,"AlbionMIUS","Citywide","Citywide All","city",0.2,"Albion, MI","not_special_icon"
"Albuquerque","NM","US","Albuquerque New Mexico has eliminated off street parking requirements in the downtown and SU-1 Transit Oriented Development.  They have also reduced parking minimums in many other areas and had on street parking account for off street parking by different reduction rates in areas like transit oriented developments.","Implemented","Eliminate Parking Minimums","City Center/Business District, Transit Oriented","All Uses","Carrie Barkhurst","","November 28, 2023, 11:47:04 AM PST",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,560513,"","","https://parkingreform.org/mandates-map/city_detail/Albuquerque_NM.html",35.0841034,-106.650985,"AlbuquerqueNMUS","City Center","City Center All","city",1,"Albuquerque, NM","not_special_icon"
"Aledo","IL","US","No off street parking is required for buildings and uses located within the boundaries of the downtown area enclosed by NW/SW 3rd Avenue, SW/SE 4th Street, NE/SE 3rd Avenue, and NW/NE 2nd Street provided they are located within five hundred feet (500') of a public parking lot or an alternative parking plan is approved.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","Jul 20, 2015","November 28, 2023, 11:47:07 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3633,"false","false","https://parkingreform.org/mandates-map/city_detail/Aledo_IL.html",41.199665,-90.7484836,"AledoILUS","City Center","City Center All","city",0.2,"Aledo, IL","not_special_icon"
"Alexandria","MN","US","Parking mandates may be waived for existing buildings in the Central Business District.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Michael Weber","","November 28, 2023, 11:47:03 AM PST",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,13822,"","","https://parkingreform.org/mandates-map/city_detail/Alexandria_MN.html",45.8860567,-95.3793539,"AlexandriaMNUS","City Center","City Center All","city",0.2,"Alexandria, MN","not_special_icon"
"Alexandria","VA","US","Alexandria has established maximum parking requirements In some commercial land uses and reduced minimum requirements in 'enhanced transit areas'. 

Additional reductions may be applied to multi-family/affordable housing land uses if in proximity to transit. ","Implemented","Parking Maximums, Reduce Parking Minimums","Transit Oriented, Citywide","Commercial","","","November 28, 2023, 11:47:04 AM PST",1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,159428,"","","https://parkingreform.org/mandates-map/city_detail/Alexandria_VA.html",38.8051095,-77.0470229,"AlexandriaVAUS","Citywide","Citywide","building",0.4,"Alexandria, VA","not_special_icon"
"Alexandria","IN","US","The B-1 Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5149,"false","false","https://parkingreform.org/mandates-map/city_detail/Alexandria_IN.html",40.2628184,-85.675809,"AlexandriaINUS","City Center","City Center All","city",0.2,"Alexandria, IN","not_special_icon"
"Alexandria","LA","US","Off-street parking is not be required in the CBD district for commercial uses. Parking maximums are set at 110 percent of the minimums unless any parking above the 110 percent threshold is pervious or is provided through use of structured parking.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Commercial","Samuel Deetz","","January 2, 2024, 11:55:26 PM PST",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,45275,"false","false","https://parkingreform.org/mandates-map/city_detail/Alexandria_LA.html",31.2909782,-92.4616292,"AlexandriaLAUS","City Center","City Center","building",0.2,"Alexandria, LA","not_special_icon"
"Algona","IA","US","The BGC—Central general business district is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5487,"false","false","https://parkingreform.org/mandates-map/city_detail/Algona_IA.html",43.0699663,-94.233019,"AlgonaIAUS","City Center","City Center All","city",0.2,"Algona, IA","not_special_icon"
"Alleman","IA","US","Uses within the C-1 Commercial District are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,423,"false","false","https://parkingreform.org/mandates-map/city_detail/Alleman_IA.html",41.8200591,-93.611251,"AllemanIAUS","City Center","City Center All","city",0.2,"Alleman, IA","not_special_icon"
"Allen Park","MI","US","Within the C-5 Central Business District, retail, personal service, professional service, and residential uses are exempt from parking mandates. Parking requirements are reduced within a special parking district along Park Avenue and Allen Road.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","Commercial, Residential","Samuel Deetz","","March 20, 2024, 8:55:15 PM PDT",0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,28638,"false","false","https://parkingreform.org/mandates-map/city_detail/AllenPark_MI.html",42.2595071,-83.2107671,"Allen ParkMIUS","City Center","City Center","laptop",0.2,"Allen Park, MI","not_special_icon"
"Allentown","PA","US","Off-street parking is not required for uses within the B-2 Central Business District except for residential uses consisting of five or more dwelling units. In such cases, and in the case of urban transition multifamily development within the B-5 District, the required number of spaces is 1/2 of the normal requirement for dwelling units. Off-street parking is not required to be provided for nonresidential uses on properties in the B-1/R District fronting on North 7th Street having a nonresidential floor area of not more than 2,000 square feet. Citywide, parking requirements may be reduced by one space through the provision of bike parking.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","Commercial, Residential","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,125845,"false","false","https://parkingreform.org/mandates-map/city_detail/Allentown_PA.html",40.6022059,-75.4712794,"AllentownPAUS","City Center","City Center","laptop",0.4,"Allentown, PA","not_special_icon"
"Alliance","NE","US","The C-2 Central Business Zoning District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8151,"false","false","https://parkingreform.org/mandates-map/city_detail/Alliance_NE.html",42.0971897,-102.8707145,"AllianceNEUS","City Center","City Center All","city",0.2,"Alliance, NE","not_special_icon"
"Allouez","WI","US","Nonresidential uses may not provide motor vehicle parking in excess of 125% of the minimum motor vehicle parking ratios. Parking requirements may be reduced through the provision of long-term bike parking or the availability of nearby public parking lots.","Implemented","Parking Maximums, Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,14026,"false","false","https://parkingreform.org/mandates-map/city_detail/Allouez_WI.html",44.4774269,-88.0163556,"AllouezWIUS","Citywide","Citywide All","city",0.2,"Allouez, WI","not_special_icon"
"Alma","WI","US","Parking requirements do not apply in the B District bounded by Dairyland Street on the South and Sunset Drive - Riverview Drive on the North.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,698,"false","false","https://parkingreform.org/mandates-map/city_detail/Alma_WI.html",44.3199654,-91.9148839,"AlmaWIUS","City Center","City Center","building",0.2,"Alma, WI","not_special_icon"
"Alma","NE","US","Off-street parking requirements are not applicable to any existing commercial use in the C-1 Central Business District.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1043,"false","false","https://parkingreform.org/mandates-map/city_detail/Alma_NE.html",40.097511,-99.362043,"AlmaNEUS","City Center","City Center","building",0.2,"Alma, NE","not_special_icon"
"Alma","MI","US","Within the B-1 central business district bounded by Downie Street, Pine Street, Center Street, and Wright Avenue and Lincoln Streets, a use may be exempt if certain conditions are met.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 9, 2024, 9:55:08 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9488,"false","false","https://parkingreform.org/mandates-map/city_detail/Alma_MI.html",43.37892,-84.659727,"AlmaMIUS","City Center","City Center All","city",0.2,"Alma, MI","not_special_icon"
"Alpena","MI","US","Minimum parking requirements do not apply to commercial buildings in existence at the time of adoption of the parking ordinance or to new commercial uses where it can be demonstrated
that adequate public parking exists when located within the CBD. Parking minimums are not applicable to uses located in the CBD Central Business District or DOD Downtown Overlay District except where more than four dwelling units are constructed above a commercial use. 

For existing buildings within all Business Districts, no additional parking space need be provided when remodeling or rebuilding of structures is proposed, provided the floor area of existing structures on such site is not increased. Parking requirements may be reduced through the provision of bike parking. Parking maximums are set at 130% of the minimums citywide.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums, Parking Maximums","City Center/Business District","Commercial, Residential, Other","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,10197,"false","false","https://parkingreform.org/mandates-map/city_detail/Alpena_MI.html",45.062251,-83.433388,"AlpenaMIUS","City Center","City Center","laptop",0.2,"Alpena, MI","not_special_icon"
"Alpena Charter Township","MI","US","Parking requirements may be reduced through the provision of bike parking. Parking maximums are set at 150% of the minimums.","Implemented","Reduce Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,9116,"false","false","https://parkingreform.org/mandates-map/city_detail/AlpenaCharterTownship_MI.html",45.111283,-83.450563,"Alpena Charter TownshipMIUS","Citywide","Citywide All","city",0.2,"Alpena Charter Township, MI","not_special_icon"
"Alpha","IL","US","Single-family dwellings are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","Citywide","Residential","Samuel Deetz","","January 18, 2024, 6:30:55 PM PST",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,675,"false","false","https://parkingreform.org/mandates-map/city_detail/Alpha_IL.html",41.1917031,-90.3801274,"AlphaILUS","Citywide","Citywide","home",0.2,"Alpha, IL","not_special_icon"
"Alta","IA","US","The (C-1) Downtown Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2087,"false","false","https://parkingreform.org/mandates-map/city_detail/Alta_IA.html",42.6736893,-95.3039943,"AltaIAUS","City Center","City Center All","city",0.2,"Alta, IA","not_special_icon"
"Alton","IL","US","Off street parking spaces are not required in the C-4, downtown commercial district, and MR, marina recreation district.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,25676,"false","false","https://parkingreform.org/mandates-map/city_detail/Alton_IL.html",38.8908583,-90.1843091,"AltonILUS","City Center","City Center All","city",0.2,"Alton, IL","not_special_icon"
"Altoona","IA","US","Within the C-4 Village Commercial District, the minimum parking requirements are also the maximum allowed. On-street parking spaces may be counted in parking requirements.","Implemented","Reduce Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,19565,"false","false","https://parkingreform.org/mandates-map/city_detail/Altoona_IA.html",41.6437308,-93.4696031,"AltoonaIAUS","City Center","City Center All","city",0.2,"Altoona, IA","not_special_icon"
"Altoona","WI","US","In Blocks 1, 2, 7, and 8 of the original plat of East Eau Claire, now City of Altoona, the minimum automobile parking requirement for commercial uses is fifty percent (50%) of the minimums set forth in the tables. Parking maximums exist for all uses citywide.","Implemented","Reduce Parking Minimums, Parking Maximums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,8292,"false","false","https://parkingreform.org/mandates-map/city_detail/Altoona_WI.html",44.8046825,-91.4429355,"AltoonaWIUS","City Center","City Center","building",0.2,"Altoona, WI","not_special_icon"
"Altoona","PA","US","Parking maximums apply to most uses citywide.","Implemented","Parking Maximums","Citywide","Commercial, Industrial, Other, Residential","Samuel Deetz","","January 3, 2024, 6:12:45 PM PST",0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,43963,"false","false","https://parkingreform.org/mandates-map/city_detail/Altoona_PA.html",40.518681,-78.394736,"AltoonaPAUS","Citywide","Citywide","laptop",0.2,"Altoona, PA","not_special_icon"
"Altus","OK","US","Within the Urban Center (UC) District, on-street parking may count towards parking minimums.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","May 8, 2024, 11:14:21 AM PDT",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,18729,"false","false","https://parkingreform.org/mandates-map/city_detail/Altus_OK.html",34.6381255,-99.3339754,"AltusOKUS","City Center","City Center All","city",0.2,"Altus, OK","not_special_icon"
"Alva","OK","US","The CI Intensive Commercial District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","May 8, 2024, 11:51:41 AM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5028,"false","false","https://parkingreform.org/mandates-map/city_detail/Alva_OK.html",36.8030501,-98.6660278,"AlvaOKUS","City Center","City Center All","city",0.2,"Alva, OK","not_special_icon"
